timestamp_window_end,src_ip,dst_ip,is_to_victim,packet_rate_ewma,packet_count_1s,byte_count_1s,avg_pkt_size,pkt_size_std,inter_arrival_std,label_hint,label
2026-05-17 15:18:37.569,10.0.0.5,10.0.0.23,0,0.9,3,294,98.0,0.0,0.000567,normal,0
2026-05-17 15:18:37.569,10.0.0.6,10.0.0.9,0,0.3,1,98,98.0,0.0,0.0,normal,0
2026-05-17 15:18:37.569,10.0.0.5,10.0.0.20,0,0.9,3,294,98.0,0.0,0.001172,normal,0
2026-05-17 15:18:37.569,10.0.0.5,10.0.0.19,0,0.9,3,294,98.0,0.0,4.3e-05,normal,0
2026-05-17 15:18:37.569,10.0.0.6,10.0.0.3,0,0.9,3,294,98.0,0.0,0.003293,normal,0
2026-05-17 15:18:37.569,10.0.0.5,10.0.0.21,0,0.9,3,294,98.0,0.0,0.000142,normal,0
2026-05-17 15:18:37.569,10.0.0.6,10.0.0.2,0,0.9,3,294,98.0,0.0,0.00615,normal,0
2026-05-17 15:18:37.569,10.0.0.6,10.0.0.4,0,0.9,3,294,98.0,0.0,0.001365,normal,0
2026-05-17 15:18:37.569,10.0.0.5,10.0.0.22,0,0.9,3,294,98.0,0.0,0.000127,normal,0
2026-05-17 15:18:38.575,10.0.0.6,10.0.0.23,0,0.9,3,294,98.0,0.0,0.001667,normal,0
2026-05-17 15:18:38.575,10.0.0.6,10.0.0.19,0,0.9,3,294,98.0,0.0,0.000748,normal,0
2026-05-17 15:18:38.575,10.0.0.6,10.0.0.20,0,0.9,3,294,98.0,0.0,0.000105,normal,0
2026-05-17 15:18:38.575,10.0.0.7,10.0.0.2,0,0.9,3,294,98.0,0.0,0.002906,normal,0
2026-05-17 15:18:38.575,10.0.0.6,10.0.0.17,0,0.9,3,294,98.0,0.0,9.7e-05,normal,0
2026-05-17 15:18:38.575,10.0.0.7,10.0.0.1,0,0.9,3,294,98.0,0.0,0.002132,normal,0
2026-05-17 15:18:38.575,10.0.0.6,10.0.0.21,0,0.9,3,294,98.0,0.0,0.000689,normal,0
2026-05-17 15:18:38.575,10.0.0.6,10.0.0.14,0,0.9,3,294,98.0,0.0,0.000641,normal,0
2026-05-17 15:18:38.575,10.0.0.6,10.0.0.12,0,0.9,3,294,98.0,0.0,0.000158,normal,0
2026-05-17 15:18:38.575,10.0.0.6,10.0.0.16,0,0.9,3,294,98.0,0.0,0.000113,normal,0
2026-05-17 15:18:38.575,10.0.0.6,10.0.0.22,0,0.9,3,294,98.0,0.0,4e-06,normal,0
2026-05-17 15:18:38.575,10.0.0.6,10.0.0.25,1,0.9,3,294,98.0,0.0,0.000131,normal,0
2026-05-17 15:18:38.575,10.0.0.7,10.0.0.3,0,0.9,3,294,98.0,0.0,0.008096,normal,0
2026-05-17 15:18:38.575,10.0.0.6,10.0.0.24,0,0.9,3,294,98.0,0.0,0.000278,normal,0
2026-05-17 15:18:38.575,10.0.0.6,10.0.0.15,0,0.9,3,294,98.0,0.0,0.001254,normal,0
2026-05-17 15:18:38.575,10.0.0.6,10.0.0.18,0,0.9,3,294,98.0,0.0,0.000304,normal,0
2026-05-17 15:18:38.575,10.0.0.6,10.0.0.13,0,0.9,3,294,98.0,0.0,0.001054,normal,0
2026-05-17 15:18:39.590,10.0.0.7,10.0.0.10,0,0.3,1,98,98.0,0.0,0.0,normal,0
